IMDB_ID,AMPERE_TITLE,COUNTRY,PLATFORM,PLATFORM_TYPE,ORIGINAL_FLAG,ORIGINAL_PLATFORM,PARENT_DISTRIBUTOR,MONTH_YEAR
tt22048412,MaXXXine,Mexico,Amazon Prime Video,svod,Not An Original,,NBCUniversal,2026-06-01
tt8008948,Den of Thieves 2: Pantera,Ecuador,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt13580840,Simón,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt31973693,The Roses,Mexico,Disney+,svod,Not An Original,,Disney,2026-06-01
tt35307143,The Stringer: The Man Who Took the Photo,Mexico,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt20221690,Woody Woodpecker Goes to Camp,Chile,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt8105234,Flamin' Hot,Brazil,Disney+,svod,Hulu Original,Hulu,Independent / Other,2026-06-01
tt6528290,Knights of the Zodiac,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt35295730,A Business Proposal,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt21626774,Sector 36,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt30225680,Hell Camp: Teen Nightmare,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt3758542,Ferrari,Brazil,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt28937890,Not Friends,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt23648788,Contraataque,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt21810110,Bhagavanth Kesari,Argentina,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt1674782,Karate Kid: Legends,Argentina,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt15574124,Peaky Blinders: The Immortal Man,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt42192165,The Murder of Rachel Nickell,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt12915716,Adipurush,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt26315142,Totem,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt22874848,The Silent Hour,Chile,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt32244931,Boxer,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt32598483,Goyo,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt10275534,To Catch a Killer,Brazil,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt0439572,The Flash,Argentina,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt27846314,King of Clones,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt15302222,Bholaa,Chile,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt8672856,Tu Jhoothi Main Makkaar,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt22309174,Kasargold,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt35042637,Warlord,Mexico,Plex,avod,Not An Original,,Independent / Other,2026-06-01
tt31314296,The Woman in the Yard,Colombia,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt14993250,Rocky Aur Rani Kii Prem Kahaani,Colombia,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt31193180,Sinners,Chile,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt16436848,Chhorii 2,Ecuador,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt32299316,Dangerous Animals,Ecuador,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt26446278,The Count of Monte-Cristo,Argentina,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt13131232,Mission Majnu,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt20115096,A Tourist's Guide to Love,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt20567314,Oh Belinda,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt20420628,Freud's Last Session,Ecuador,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt12972134,Hounds of War,Argentina,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt36451817,Raakaasa,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt1609486,Harold and the Purple Crayon,Mexico,Amazon Prime Video,svod,Not An Original,,Sony,2026-06-01
tt26926267,Mother of the Bride,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt28856462,Agak Laen,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt36592065,A Deadly American Marriage,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt31728330,They Will Kill You,Brazil,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt11905536,Gumraah,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt27791865,Amy Schumer: Emergency Contact,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt27791865,Amy Schumer: Emergency Contact,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt23289160,Godzilla Minus One,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt20274588,Albert Brooks: Defending My Life,Chile,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt24216998,Humanist Vampire Seeking Consenting Suicidal Person,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt31316162,8 Vasantalu,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt27621015,Shastry Virudh Shastry,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt39314348,A Gorilla Story: Told by David Attenborough,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt13871094,Stamped From the Beginning,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt31868785,An American Bombing: the Road to April 19th,Chile,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt28089700,Raid 2,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt20218618,June and John,Peru,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt31181421,Ihostage,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt21110654,Aztec Batman: Clash of Empires,Colombia,HBO Max,svod,HBO Max Exclusive,HBO Max,Independent / Other,2026-06-01
tt13131232,Mission Majnu,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt30028158,Trevor Noah: Where Was I,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt18272208,Here,Chile,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt7737800,Woman of the Hour,Peru,Amazon Prime Video,svod,Netflix Exclusive,Netflix,Independent / Other,2026-06-01
tt28090490,Lumberjack the Monster,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt16539454,Pushpa: the Rule - Part 2,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt14398312,Lsd 2: Love Sex Aur Dhokha 2,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt26731216,The Forge,Colombia,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt1262426,Wicked,Mexico,Claro Video,svod,Not An Original,,Independent / Other,2026-06-01
tt31226272,Do Deewane Seher Mein,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt32621553,Dora and the Search for Sol Dorado,Peru,Paramount+,svod,Not An Original,,Independent / Other,2026-06-01
tt14398312,Lsd 2: Love Sex Aur Dhokha 2,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt27921620,All-Time High,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt33540966,Hijack '93,Mexico,Netflix,svod,Netflix Original,Netflix,Independent / Other,2026-06-01
tt7574556,Dead of Winter,Ecuador,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt27118357,Amaran,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt15428940,Jules,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt12610390,The Union,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt15314262,The Beekeeper,Peru,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt22530172,Andragogy,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt12531856,Joika,Chile,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt15789038,Elemental,Chile,Disney+,svod,Not An Original,,Independent / Other,2026-06-01
tt36741457,The Big Fake,Peru,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt23334616,Last Call for Istanbul,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt11905536,Gumraah,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt27604215,In Your Dreams,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt32313870,Blue Cave,Chile,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt32944883,Don't Let's Go to the Dogs Tonight,Colombia,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt14057604,King of Killers,Mexico,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt23872640,Dirty Angels,Mexico,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt28554013,Naga,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt15387182,Akhanda 2,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt29247040,Baramulla,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt29247040,Baramulla,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt6879446,Hidden Strike,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt13885428,Anweshippin Kandethum,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt10245072,Salem's Lot,Peru,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt32881480,A Brother and 7 Siblings,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt11389872,Kingdom of the Planet of the Apes,Brazil,HBO Max,svod,Not An Original,,Disney,2026-06-01
tt18412256,Alien: Romulus,Argentina,Disney+,svod,Not An Original,,Independent / Other,2026-06-01
tt20198716,"Love, Divided",Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt27487473,Le salaire de la peur,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt1674782,Karate Kid: Legends,Colombia,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt29768333,Last Bullet,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt34433451,Lefter: The Story of the Ordinarius,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt18259086,Sonic the Hedgehog 3,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt38681832,Colors of Evil: Black,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt30012657,Apocalypse in the Tropics,Argentina,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt31189868,The Antisocial Network: Memes to Mayhem,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt32246771,Bring Her Back,Brazil,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt28078628,Soul on Fire,Ecuador,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt7718100,Heist 88,Brazil,Globoplay,svod,Not An Original,,Independent / Other,2026-06-01
tt13131232,Mission Majnu,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt24224996,Mumbai Mafia: Police Vs the Underworld,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt13871094,Stamped From the Beginning,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt33402908,The Son of a Thousand Men,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt6263850,Deadpool & Wolverine,Chile,Disney+,svod,Not An Original,,Independent / Other,2026-06-01
tt13521006,Beau Is Afraid,Mexico,Amazon Prime Video,svod,Not An Original,,A24,2026-06-01
tt9362930,Blue Beetle,Colombia,Claro Video,svod,Not An Original,,NBCUniversal,2026-06-01
tt16427902,Bionic,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt31998881,Oh. What. Fun.,Argentina,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt27477888,Test,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt28298504,Long Live Love!,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt28298504,Long Live Love!,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt27047448,Til Death Do Us Part,Mexico,Tubi,avod,Not An Original,,Independent / Other,2026-06-01
tt14824600,The Lord of the Rings: The War of the Rohirrim,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt34378301,Tom Clancy's Jack Ryan: Ghost War,Ecuador,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt15495150,The Witcher: Sirens of the Deep,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt21469794,Space Cadet,Ecuador,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt27671792,Vijay 69,Argentina,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt33484071,Sweet Bobby: My Catfish Nightmare,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt30446847,Jay Kelly,Argentina,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt19121700,You Do You,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt27657135,Saturday Night,Chile,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt21638298,Wingwomen,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt5302918,Nyad,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt34762360,10 Dance,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt33319697,Detective Ujjwalan,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt5761544,Kandahar,Chile,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt13375076,The Pope's Exorcist,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt18556326,Awareness,Brazil,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt14041896,The Parenting,Argentina,HBO Max,svod,HBO Max Original,HBO Max,Independent / Other,2026-06-01
tt31723358,Pídeme Lo Que Quieras,Argentina,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt24973142,All India Rank,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt2172954,The Life List,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt19500164,Nimona,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt23790740,Srikanth,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt33335602,Maintenance Required,Colombia,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt14999684,Shelby Oaks,Chile,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt12921446,The Exorcist: Believer,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt26452781,Marked Men,Peru,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt28756876,Einstein and the Bomb,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt31049718,They Called Him Mostly Harmless,Peru,HBO Max,svod,HBO Max Original,HBO Max,Independent / Other,2026-06-01
tt38681567,Stephen,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt27957740,Daaku Maharaaj,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt26067432,Will,Ecuador,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt28254460,Sly,Ecuador,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt13652286,Fight or Flight,Peru,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt15255288,Murder Mystery 2,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt29361963,Rebuilding,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt23782584,Nr. 24,Colombia,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt16427902,Bionic,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt12758060,Tetris,Chile,Apple TV,svod,Apple TV Original,Apple TV,Independent / Other,2026-06-01
tt6685538,Mavka: the Forest Song,Mexico,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt31049718,They Called Him Mostly Harmless,Mexico,HBO Max,svod,HBO Max Original,HBO Max,Independent / Other,2026-06-01
tt27828085,Familia,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt31116965,My Dearest Señorita,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt27489745,Hannah Gadsby: Something Special,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt38681567,Stephen,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt27548083,Poisoned: The Dirty Truth About Your Food,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt32246771,Bring Her Back,Chile,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt15392282,Merry Christmas,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt16277242,Society of the Snow,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt33797166,Aida: The Movie,Brazil,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt33046197,The Wrecking Crew,Peru,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt32223398,Jaat,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt28434143,Aaryan,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt21257152,Love in Focus,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt16539454,Pushpa: the Rule - Part 2,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt28690443,Beautiful Rebel,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt23648788,Contraataque,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt18561736,The Great Indian Family,Colombia,Amazon Other,svod,Not An Original,,Independent / Other,2026-06-01
tt18573650,The Blue Angels,Colombia,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt28434143,Aaryan,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt30988739,Black Bag,Argentina,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt28298504,Long Live Love!,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt21262240,Mission Raniganj: The Great Bharat Rescue,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt30012657,Apocalypse in the Tropics,Ecuador,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt36642456,Haq,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt14803538,The Extortion,Mexico,HBO Max,svod,HBO Max Exclusive,HBO Max,Warner Bros. Discovery,2026-06-01
tt23052532,Mark Antony,Colombia,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt31022050,Our Little Secret,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt32308617,Savi,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt7038762,Best. Christmas. Ever!,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt7461686,Daddio,Chile,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt21364552,The Roundup: No Way Out,Colombia,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt22890246,How to Have Sex,Chile,MUBI,svod,Not An Original,,Independent / Other,2026-06-01
tt9619824,Final Destination: Bloodlines,Brazil,HBO Max,svod,Not An Original,,Warner Bros. Discovery,2026-06-01
tt16424988,Your Lucky Day,Mexico,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt23556408,The Collective,Brazil,Globoplay,svod,Not An Original,,Independent / Other,2026-06-01
tt31828554,Je M'appelle Agneta,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt14764464,Code 8: Part II,Mexico,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt27621210,Ice Road: Vengeance,Brazil,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt30868610,Chuck Billy and the Marvelous Guava Tree,Chile,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt33029866,Broken Rage,Mexico,Amazon Prime Video,svod,Amazon Exclusive,Amazon,Independent / Other,2026-06-01
tt15314262,The Beekeeper,Mexico,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt1493274,Caught Stealing,Chile,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt27619382,It's a Wonderful Knife,Chile,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt14041896,The Parenting,Brazil,HBO Max,svod,HBO Max Original,HBO Max,Independent / Other,2026-06-01
tt7130300,The Woman in Cabin 10,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt12964320,Role Play,Argentina,Amazon Prime Video,svod,Amazon Exclusive,Amazon,Independent / Other,2026-06-01
tt32832554,This Is the Tom Green Documentary,Colombia,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt21469794,Space Cadet,Chile,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt22804850,The Sand Castle,Colombia,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt10365912,Becoming Led Zeppelin,Chile,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt18272208,Here,Peru,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt13978520,Spy Kids: Armageddon,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt24225606,Metro... in Dino,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt10245072,Salem's Lot,Colombia,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt1661236,The Movie Teller,Ecuador,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt31137117,The Carman Family Deaths,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt14826022,You People,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt15239678,Dune: Part Two,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt29720239,Bye Bye Barry,Colombia,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt12573454,Sharper,Peru,Apple TV,svod,Apple TV Original,Apple TV,Independent / Other,2026-06-01
tt28155718,That Peter Crouch Film,Brazil,Amazon Other,svod,Not An Original,,Independent / Other,2026-06-01
tt10078772,Flight Risk,Chile,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt26084136,Being Mary Tyler Moore,Peru,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt8790086,Kraven the Hunter,Peru,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt37737315,29,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt16491414,The Naughty Nine,Brazil,Disney+,svod,Not An Original,,Independent / Other,2026-06-01
tt29606526,The Girlfriend,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt34058121,The Lost Children,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt23724682,Outcome,Ecuador,Apple TV,svod,Apple TV Original,Apple TV,Independent / Other,2026-06-01
tt35237771,Ghost Elephants,Chile,Disney+,svod,Not An Original,,Independent / Other,2026-06-01
tt11389872,Kingdom of the Planet of the Apes,Mexico,Disney+,svod,Not An Original,,Disney,2026-06-01
tt27078772,Lewis Capaldi: How I'm Feeling Now,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt15979666,The Archies,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt31828554,Je M'appelle Agneta,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt11540468,Breathe,Argentina,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt7130300,The Woman in Cabin 10,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt21096576,One Fast Move,Chile,Amazon Other,svod,Not An Original,,Independent / Other,2026-06-01
tt26594589,Hard Days,Brazil,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt27425164,War 2,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt22898462,The Conjuring: Last Rites,Mexico,HBO Max,svod,Not An Original,,Warner Bros. Discovery,2026-06-01
tt30796448,The Greatest Night in Pop,Peru,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt35631328,The New Yorker at 100,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt32368345,The Merry Gentlemen,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt26596953,Forgotten Love,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt17351924,Saltburn,Brazil,Amazon Prime Video,svod,Amazon Exclusive,Amazon,Independent / Other,2026-06-01
tt28996126,Nobody 2,Argentina,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt36351149,Oklahoma City Bombing: American Terror,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt11068094,White Bird,Peru,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt17279496,Civil War,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt30852384,All of You,Argentina,Apple TV,svod,Apple TV Exclusive,Apple TV,Independent / Other,2026-06-01
tt7737800,Woman of the Hour,Colombia,HBO Max,svod,Netflix Exclusive,Netflix,Independent / Other,2026-06-01
tt27675583,Bad Boa's,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt39139925,Dhurandhar: The Revenge,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt31998881,Oh. What. Fun.,Brazil,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt27116016,Die Hart,Mexico,Amazon Prime Video,svod,Amazon Exclusive,Amazon,Independent / Other,2026-06-01
tt13751694,Animal,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt32267351,Nahir,Brazil,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt7787524,Henry Danger: The Movie,Colombia,Paramount+,svod,Not An Original,,Independent / Other,2026-06-01
